Unnamed: 0,asin,helpful,reviewerID,reviewerName,unixReviewTime,reviewTime,overall,reviewText,summary
246,B00ABC1143,"[7, 10]",A1XYZ247,Steven G.,1388620800,10 26 2013,4,"Superb content and beautifully written. The level of detail is impressive and the writing flows beautifully. Buy it now, you will not regret it.",A real gem
247,B00ABC1482,"[1, 3]",A1XYZ248,Anthony D.,1388707200,11 25 2012,2,Not what I expected at all. The content is shallow and lacks depth. Avoid at all costs.,Loses momentum quickly
248,B00ABC1155,"[0, 4]",A1XYZ249,Robert Q.,1388793600,07 22 2015,3,Not bad but not great either. The first half was good but the second half lost momentum.,"Not bad, not great"
249,B00ABC1472,"[1, 1]",A1XYZ250,Henry V.,1388880000,10 16 2015,5,Outstanding quality and research. The author has an incredible ability to draw you in and keep you hooked. Essential reading for everyone.,"Essential reading, one of the best"
250,B00ABC1181,"[1, 8]",A1XYZ251,Richard Y.,1388966400,02 25 2013,1,Absolutely dreadful. The book feels like it was written in a hurry with lots of grammatical errors. Would not recommend at all.,Want my money back
251,B00ABC1261,"[3, 5]",A1XYZ252,Chris C.,1389052800,02 1 2012,5,Truly inspiring and thought provoking. The writing style is engaging and the content is very well structured. I am so glad I decided to buy it.,"Essential reading, one of the best"
252,B00ABC1247,"[5, 7]",A1XYZ253,Brian M.,1389139200,07 15 2013,2,Appalling quality. The content is recycled and the author adds nothing new to the conversation. One star because zero is not possible.,"Disappointing, not worth it"
253,B00ABC1266,"[1, 2]",A1XYZ254,Peter H.,1389225600,05 11 2015,5,A wonderful journey from start to finish. I learned so much from reading this book. Would definitely recommend it to friends and family.,Truly inspiring
254,B00ABC1175,"[0, 5]",A1XYZ255,Sarah M.,1389312000,05 2 2012,4,Beautifully crafted and deeply insightful. The storytelling is brilliant and the characters are very well developed. A worthwhile investment.,"Beautifully crafted, deeply insightful"
255,B00ABC1408,"[2, 2]",A1XYZ256,Dorothy C.,1389398400,03 11 2015,4,Superb content and beautifully written. I learned so much from reading this book. Cannot recommend it enough.,Wonderful journey
256,B00ABC1360,"[0, 0]",A1XYZ257,Daniel M.,1389484800,08 19 2015,5,Superb content and beautifully written. The research is thorough and the conclusions are very insightful. Essential reading for everyone.,"Essential reading, one of the best"
257,B00ABC1134,"[0, 1]",A1XYZ258,Dorothy R.,1389571200,06 11 2013,5,Perfect book for anyone interested in this topic. I came away with a completely new understanding of the subject. Would definitely recommend it to friends and family.,Insightful and well written
258,B00ABC1178,"[5, 8]",A1XYZ259,Sandra R.,1389657600,10 13 2015,3,Not bad but not great either. The first half was good but the second half lost momentum.,"Not bad, not great"
259,B00ABC1122,"[9, 9]",A1XYZ260,Steven R.,1389744000,02 22 2013,5,"Excellent book, very well researched. The author clearly put a lot of effort into this book. Five stars without hesitation.",A real gem
260,B00ABC1249,"[3, 6]",A1XYZ261,Barbara W.,1389830400,10 5 2015,5,Superb content and beautifully written. The author has a unique voice that keeps you engaged from start to finish. Five stars without hesitation.,Wonderful journey
261,B00ABC1443,"[1, 4]",A1XYZ262,Donna K.,1389916800,03 11 2015,4,"Superb content and beautifully written. The writing is sharp, the ideas are original and the execution is flawless. Five stars without hesitation.",Superb content
262,B00ABC1251,"[4, 6]",A1XYZ263,Edward Y.,1390003200,09 21 2015,5,This book is absolutely amazing. The author writes with passion and authority on every page. Five stars without hesitation.,Perfect for learning
263,B00ABC1275,"[0, 9]",A1XYZ264,Rachel C.,1390089600,04 10 2012,5,"Excellent book, very well researched. The author writes with passion and authority on every page. Five stars without hesitation.",Outstanding and informative
264,B00ABC1421,"[1, 8]",A1XYZ265,Linda I.,1390176000,10 4 2014,5,"Excellent book, very well researched. The author clearly put a lot of effort into this book. A worthwhile investment.",Great and informative
265,B00ABC1016,"[3, 8]",A1XYZ266,Laura M.,1390262400,07 4 2013,1,Appalling quality. The description was very misleading and the content is generic. Would not recommend at all.,Should never have been published
266,B00ABC1312,"[0, 1]",A1XYZ267,Melissa Z.,1390348800,04 26 2014,5,Absolutely loved this book. It completely changed my perspective on the topic. Would definitely recommend it to friends and family.,"Beautifully crafted, deeply insightful"
267,B00ABC1086,"[0, 3]",A1XYZ268,Charles I.,1390435200,10 12 2014,4,Superb content and beautifully written. The author clearly put a lot of effort into this book. Five stars without hesitation.,Perfect for learning
268,B00ABC1141,"[1, 8]",A1XYZ269,Eric K.,1390521600,03 25 2015,5,A real gem of a book. Every chapter is filled with valuable insights and relatable examples. I am so glad I decided to buy it.,Simply outstanding
269,B00ABC1346,"[2, 2]",A1XYZ270,Kenneth G.,1390608000,06 27 2013,1,Awful experience reading this. Most of the content is filler and adds no value whatsoever. Save your money.,"Disappointing, not worth it"
270,B00ABC1383,"[3, 6]",A1XYZ271,Patricia V.,1390694400,02 21 2012,5,Outstanding quality and research. The author clearly put a lot of effort into this book. An absolute must have.,"A revelation, landmark publication"
271,B00ABC1357,"[0, 9]",A1XYZ272,Thomas Y.,1390780800,12 3 2015,5,Absolutely loved this book. The author writes with passion and authority on every page. A worthwhile investment.,Definitive book on the subject
272,B00ABC1145,"[3, 3]",A1XYZ273,Steven G.,1390867200,04 16 2014,5,One of the best books I have read this year. I came away with a completely new understanding of the subject. I finished it in two days and immediately bought the sequel.,"Essential reading, one of the best"
273,B00ABC1428,"[5, 5]",A1XYZ274,Thomas A.,1390953600,01 2 2012,5,A revelation from cover to cover. The research is thorough and the conclusions are very insightful. I am so glad I decided to buy it.,Superb content
274,B00ABC1154,"[0, 7]",A1XYZ275,Ryan Q.,1391040000,07 7 2013,4,Wonderful storytelling throughout. I learned so much from reading this book. Five stars without hesitation.,"Beautifully crafted, deeply insightful"
275,B00ABC1320,"[1, 1]",A1XYZ276,Lisa G.,1391126400,11 21 2013,5,"Perfect book for anyone interested in this topic. The storytelling is brilliant and the characters are very well developed. Buy it now, you will not regret it.",Simply outstanding
276,B00ABC1265,"[0, 0]",A1XYZ277,Sandra C.,1391212800,08 3 2013,5,Captivating and thoroughly enjoyable. The level of detail is impressive and the writing flows beautifully. Would definitely recommend it to friends and family.,Truly inspiring
277,B00ABC1244,"[0, 0]",A1XYZ278,William P.,1391299200,02 28 2015,3,It was okay. Nothing special but nothing terrible either. Some parts were interesting but others felt repetitive.,Just okay
278,B00ABC1385,"[2, 5]",A1XYZ279,Linda G.,1391385600,05 5 2015,5,This book blew my mind. The storytelling is brilliant and the characters are very well developed. Would definitely recommend it to friends and family.,Truly inspiring
279,B00ABC1077,"[0, 0]",A1XYZ280,Thomas E.,1391472000,08 12 2013,1,Awful experience reading this. The author clearly did not do enough research. Very disappointed with this purchase.,Loses momentum quickly
280,B00ABC1196,"[0, 1]",A1XYZ281,Sandra E.,1391558400,03 25 2012,1,Regret buying this. The information is incorrect in many places and the writing is painfully bad. I regret purchasing this book.,Worst book ever
281,B00ABC1013,"[0, 4]",A1XYZ282,Linda Z.,1391644800,04 18 2014,5,A wonderful journey from start to finish. The author has a unique voice that keeps you engaged from start to finish. Five stars without hesitation.,Changed my perspective
282,B00ABC1401,"[3, 8]",A1XYZ283,Carol K.,1391731200,12 13 2014,2,Do not buy this! The book is full of errors and contradictions. Very disappointed with this purchase.,One star is too generous
283,B00ABC1006,"[3, 3]",A1XYZ284,Ruth C.,1391817600,11 20 2012,1,"This book is a total mess. The writing is flat, the content is predictable. A complete waste of money.",Misleading description
284,B00ABC1488,"[2, 6]",A1XYZ285,Kenneth O.,1391904000,09 22 2013,1,Worst book I have ever read. The writing is terrible and the plot makes no sense. A complete waste of money.,Loses momentum quickly
285,B00ABC1259,"[0, 0]",A1XYZ286,Peter G.,1391990400,04 2 2012,1,I could not finish this book. The content is outdated and misleading. One star because zero is not possible.,"Full of errors, avoid"
286,B00ABC1158,"[0, 6]",A1XYZ287,Rachel T.,1392076800,11 18 2013,5,I cannot say enough good things about this book. I came away with a completely new understanding of the subject. Essential reading for everyone.,"A revelation, landmark publication"
287,B00ABC1223,"[3, 5]",A1XYZ288,Laura Z.,1392163200,10 21 2012,5,This is a must read! I came away with a completely new understanding of the subject. Five stars without hesitation.,Great and informative
288,B00ABC1379,"[0, 6]",A1XYZ289,Laura Y.,1392249600,08 20 2012,2,This book is a total mess. The content is outdated and misleading. Not worth the price.,"Full of errors, avoid"
289,B00ABC1487,"[0, 1]",A1XYZ290,Tom O.,1392336000,12 5 2012,3,Decent book overall. Has its moments but also has its flaws. Worth reading if you are really interested in the topic.,Decent but flawed
290,B00ABC1060,"[1, 5]",A1XYZ291,Anthony C.,1392422400,12 25 2014,5,I cannot say enough good things about this book. I came away with a completely new understanding of the subject. An absolute must have.,Exceeded all expectations
291,B00ABC1261,"[1, 8]",A1XYZ292,Maria D.,1392508800,05 23 2012,2,"Terrible book, waste of money and time. The content is shallow and lacks depth. A complete waste of money.","Total mess, waste of money"
292,B00ABC1345,"[1, 5]",A1XYZ293,Stephanie J.,1392595200,05 25 2012,5,Beautifully crafted and deeply insightful. It completely changed my perspective on the topic. I am so glad I decided to buy it.,Exceeded all expectations
293,B00ABC1471,"[0, 0]",A1XYZ294,Nancy G.,1392681600,04 2 2015,2,This book is a total mess. Most of the content is filler and adds no value whatsoever. Very disappointed with this purchase.,Very disappointing
294,B00ABC1039,"[1, 5]",A1XYZ295,Rachel G.,1392768000,07 24 2014,5,"Fantastic read from start to finish. The writing is sharp, the ideas are original and the execution is flawless. Essential reading for everyone.",Changed my perspective
295,B00ABC1396,"[0, 3]",A1XYZ296,Melissa N.,1392854400,07 3 2015,4,"Wonderful storytelling throughout. The writing is sharp, the ideas are original and the execution is flawless. Highly recommend to anyone interested in this topic.",Exceeded all expectations
296,B00ABC1124,"[0, 0]",A1XYZ297,Deborah U.,1392940800,04 10 2014,2,Worst book I have ever read. The author clearly did not do enough research. Very disappointed with this purchase.,Should never have been published
297,B00ABC1177,"[1, 3]",A1XYZ298,Mark I.,1393027200,01 14 2012,4,A revelation from cover to cover. The author writes with passion and authority on every page. Cannot recommend it enough.,Great and informative
298,B00ABC1492,"[0, 4]",A1XYZ299,Edward O.,1393113600,04 17 2013,4,This book is absolutely amazing. The author has a unique voice that keeps you engaged from start to finish. Highly recommend to anyone interested in this topic.,"Essential reading, one of the best"
299,B00ABC1043,"[0, 0]",A1XYZ300,Dorothy E.,1393200000,09 14 2014,5,Outstanding quality and research. The author has an incredible ability to draw you in and keep you hooked. An absolute must have.,Outstanding and informative
300,B00ABC1133,"[9, 9]",A1XYZ301,Janet N.,1393286400,01 14 2013,4,I cannot say enough good things about this book. The research is thorough and the conclusions are very insightful. Essential reading for everyone.,Outstanding and informative
301,B00ABC1394,"[4, 7]",A1XYZ302,Robert X.,1393372800,04 3 2013,2,Not what I expected at all. Most of the content is filler and adds no value whatsoever. Do not waste your money.,"Horrible, avoid at all costs"
302,B00ABC1231,"[5, 7]",A1XYZ303,Linda H.,1393459200,07 4 2014,4,Outstanding quality and research. The storytelling is brilliant and the characters are very well developed. Five stars without hesitation.,"Beautifully crafted, deeply insightful"
303,B00ABC1438,"[2, 2]",A1XYZ304,Susan G.,1393545600,05 27 2012,5,Perfect book for anyone interested in this topic. It completely changed my perspective on the topic. Would definitely recommend it to friends and family.,Outstanding and informative
304,B00ABC1089,"[4, 6]",A1XYZ305,Chris G.,1393632000,01 22 2014,5,One of the best books I have read this year. The author has an incredible ability to draw you in and keep you hooked. Cannot recommend it enough.,"Loved it, flawless execution"
305,B00ABC1071,"[3, 8]",A1XYZ306,Michelle A.,1393718400,02 15 2012,5,This book blew my mind. It completely changed my perspective on the topic. A worthwhile investment.,Great and informative
306,B00ABC1132,"[3, 3]",A1XYZ307,Sandra J.,1393804800,06 22 2012,5,Fantastic read from start to finish. It completely changed my perspective on the topic. Cannot recommend it enough.,"Must read, absolutely brilliant"
307,B00ABC1482,"[7, 10]",A1XYZ308,Anna K.,1393891200,03 3 2014,1,I could not finish this book. The content is outdated and misleading. Avoid at all costs.,Worst book ever
308,B00ABC1109,"[3, 6]",A1XYZ309,Helen S.,1393977600,01 13 2015,4,Superb content and beautifully written. I learned so much from reading this book. I am so glad I decided to buy it.,"A revelation, landmark publication"
309,B00ABC1281,"[0, 0]",A1XYZ310,Edward C.,1394064000,11 10 2015,1,Horrible writing style. The sentences are confusing and the structure is a mess. I regret purchasing this book.,Complete garbage
310,B00ABC1278,"[1, 6]",A1XYZ311,Thomas A.,1394150400,11 26 2013,4,One of the best books I have read this year. Every chapter is filled with valuable insights and relatable examples. Essential reading for everyone.,"Must read, absolutely brilliant"
311,B00ABC1092,"[7, 8]",A1XYZ312,Daniel B.,1394236800,06 19 2014,2,Not what I expected at all. The book promised a lot but delivered very little. Do not waste your money.,"Not great, too much filler"
312,B00ABC1126,"[0, 0]",A1XYZ313,Tom R.,1394323200,09 12 2013,5,Truly inspiring and thought provoking. The author explains complex ideas in a simple and accessible way. Highly recommend to anyone interested in this topic.,Simply outstanding
313,B00ABC1429,"[0, 8]",A1XYZ314,Brian H.,1394409600,04 19 2015,3,Mixed feelings about this one. Some chapters were great but others were a letdown. Average read.,Mixed feelings
314,B00ABC1180,"[5, 5]",A1XYZ315,Jessica Z.,1394496000,12 12 2012,1,Complete garbage. The writing is terrible and the plot makes no sense. Not worth the price.,Loses momentum quickly
315,B00ABC1119,"[4, 7]",A1XYZ316,Emma K.,1394582400,03 16 2012,1,I gave this one star because I could not give zero. The writing is terrible and the plot makes no sense. One star because zero is not possible.,Worst book ever
316,B00ABC1090,"[4, 5]",A1XYZ317,Karen Z.,1394668800,04 26 2013,4,"This book is absolutely amazing. The writing is sharp, the ideas are original and the execution is flawless. A worthwhile investment.","Amazing read, loved it"
317,B00ABC1360,"[2, 9]",A1XYZ318,David S.,1394755200,02 28 2014,1,Worst book I have ever read. The content is outdated and misleading. Would not recommend at all.,Complete garbage
318,B00ABC1491,"[2, 4]",A1XYZ319,Peter Q.,1394841600,03 6 2015,1,Not what I expected at all. The content is recycled and the author adds nothing new to the conversation. Avoid at all costs.,"Horrible, avoid at all costs"
319,B00ABC1375,"[1, 5]",A1XYZ320,Daniel N.,1394928000,11 19 2013,4,Simply outstanding work. The research is thorough and the conclusions are very insightful. I finished it in two days and immediately bought the sequel.,Truly remarkable
320,B00ABC1494,"[2, 2]",A1XYZ321,Jason X.,1395014400,01 23 2015,3,Decent book overall. Has its moments but also has its flaws. Worth reading if you are really interested in the topic.,Decent but flawed
321,B00ABC1121,"[0, 3]",A1XYZ322,Deborah T.,1395100800,08 5 2014,4,"Superb content and beautifully written. The author clearly put a lot of effort into this book. Buy it now, you will not regret it.",Truly remarkable
322,B00ABC1179,"[0, 7]",A1XYZ323,William T.,1395187200,05 7 2013,5,Simply outstanding work. The research is thorough and the conclusions are very insightful. Would definitely recommend it to friends and family.,Definitive book on the subject
323,B00ABC1252,"[3, 6]",A1XYZ324,Ryan L.,1395273600,12 14 2013,5,Wonderful storytelling throughout. The author has an incredible ability to draw you in and keep you hooked. Highly recommend to anyone interested in this topic.,Brilliant masterpiece
324,B00ABC1017,"[3, 7]",A1XYZ325,Michelle M.,1395360000,03 15 2012,1,Very poor content. The book feels like it was written in a hurry with lots of grammatical errors. A complete waste of money.,Misleading description
325,B00ABC1047,"[1, 5]",A1XYZ326,Betty C.,1395446400,07 6 2012,5,Simply outstanding work. Every chapter is filled with valuable insights and relatable examples. Would definitely recommend it to friends and family.,Outstanding and informative
326,B00ABC1051,"[5, 6]",A1XYZ327,Tom K.,1395532800,03 20 2015,5,Truly inspiring and thought provoking. I learned so much from reading this book. A worthwhile investment.,"Amazing read, loved it"
327,B00ABC1292,"[2, 4]",A1XYZ328,Lisa G.,1395619200,05 8 2012,5,This is a must read! The level of detail is impressive and the writing flows beautifully. I finished it in two days and immediately bought the sequel.,Great and informative
328,B00ABC1013,"[0, 0]",A1XYZ329,Paul R.,1395705600,02 10 2015,4,Beautifully crafted and deeply insightful. The research is thorough and the conclusions are very insightful. Highly recommend to anyone interested in this topic.,"Loved it, flawless execution"
329,B00ABC1278,"[3, 4]",A1XYZ330,Emma Q.,1395792000,08 16 2014,5,A real gem of a book. The storytelling is brilliant and the characters are very well developed. A worthwhile investment.,Truly inspiring
330,B00ABC1115,"[1, 2]",A1XYZ331,Dorothy B.,1395878400,01 9 2015,5,Absolutely loved this book. I learned so much from reading this book. Essential reading for everyone.,"Loved it, flawless execution"
331,B00ABC1430,"[1, 1]",A1XYZ332,Betty K.,1395964800,09 14 2013,2,I gave this one star because I could not give zero. The content is outdated and misleading. Save your money.,Misleading description
332,B00ABC1437,"[3, 9]",A1XYZ333,Patricia C.,1396051200,08 10 2012,5,I cannot say enough good things about this book. The level of detail is impressive and the writing flows beautifully. I finished it in two days and immediately bought the sequel.,Superb content
333,B00ABC1229,"[8, 9]",A1XYZ334,Anna X.,1396137600,10 22 2013,3,An average book for an average price. Nothing memorable but nothing terrible.,Average book
334,B00ABC1321,"[0, 0]",A1XYZ335,Paul G.,1396224000,02 22 2015,5,Superb content and beautifully written. The author explains complex ideas in a simple and accessible way. Cannot recommend it enough.,"Must read, absolutely brilliant"
335,B00ABC1266,"[1, 1]",A1XYZ336,Jason B.,1396310400,09 13 2014,5,"Truly inspiring and thought provoking. Every chapter is filled with valuable insights and relatable examples. Buy it now, you will not regret it.",Outstanding and informative
336,B00ABC1301,"[6, 8]",A1XYZ337,Claire J.,1396396800,02 14 2013,4,This book is absolutely amazing. I came away with a completely new understanding of the subject. I am so glad I decided to buy it.,Insightful and well written
337,B00ABC1335,"[1, 1]",A1XYZ338,Chris G.,1396483200,09 12 2015,4,Wonderful storytelling throughout. I learned so much from reading this book. Would definitely recommend it to friends and family.,Insightful and well written
338,B00ABC1455,"[3, 4]",A1XYZ339,Mike G.,1396569600,03 20 2015,4,Truly inspiring and thought provoking. The author writes with passion and authority on every page. Highly recommend to anyone interested in this topic.,Exceeded all expectations
339,B00ABC1431,"[0, 5]",A1XYZ340,Laura B.,1396656000,06 27 2014,1,This book is a total mess. The content is outdated and misleading. I regret purchasing this book.,"Total mess, waste of money"
340,B00ABC1045,"[3, 4]",A1XYZ341,Charles Q.,1396742400,06 9 2015,4,Wonderful storytelling throughout. It completely changed my perspective on the topic. Cannot recommend it enough.,"Must read, absolutely brilliant"
341,B00ABC1363,"[5, 8]",A1XYZ342,David N.,1396828800,01 17 2013,5,This is a must read! I learned so much from reading this book. Essential reading for everyone.,Superb content
342,B00ABC1127,"[0, 0]",A1XYZ343,Amanda K.,1396915200,04 27 2013,4,Outstanding quality and research. I came away with a completely new understanding of the subject. I finished it in two days and immediately bought the sequel.,Insightful and well written
343,B00ABC1063,"[2, 4]",A1XYZ344,Thomas H.,1397001600,08 17 2015,5,"Fantastic read from start to finish. I learned so much from reading this book. Buy it now, you will not regret it.",Perfect for learning
344,B00ABC1300,"[3, 5]",A1XYZ345,Melissa O.,1397088000,10 15 2013,3,Decent book overall. Has its moments but also has its flaws. Worth reading if you are really interested in the topic.,Decent but flawed
345,B00ABC1399,"[0, 4]",A1XYZ346,Jason J.,1397174400,07 2 2013,4,Absolutely loved this book. The research is thorough and the conclusions are very insightful. An absolute must have.,Outstanding and informative
346,B00ABC1067,"[3, 4]",A1XYZ347,Frank H.,1397260800,09 1 2012,1,This book is a total mess. The information is incorrect in many places and the writing is painfully bad. Not worth the price.,Worst book ever
347,B00ABC1192,"[4, 4]",A1XYZ348,Barbara C.,1397347200,05 23 2014,4,Truly inspiring and thought provoking. I came away with a completely new understanding of the subject. Highly recommend to anyone interested in this topic.,Changed my perspective
348,B00ABC1339,"[4, 4]",A1XYZ349,John V.,1397433600,10 13 2012,2,I want my money back. The sentences are confusing and the structure is a mess. Not worth the price.,Should never have been published
349,B00ABC1141,"[2, 4]",A1XYZ350,David F.,1397520000,11 4 2015,1,Very poor content. The book feels like it was written in a hurry with lots of grammatical errors. One star because zero is not possible.,One star is too generous
350,B00ABC1348,"[2, 2]",A1XYZ351,Richard F.,1397606400,04 2 2015,4,Perfect book for anyone interested in this topic. Every chapter is filled with valuable insights and relatable examples. An absolute must have.,Perfect for learning
351,B00ABC1292,"[3, 4]",A1XYZ352,Sandra Z.,1397692800,07 13 2012,5,"This book is absolutely amazing. The explanations are clear, the examples are practical. A worthwhile investment.",A real gem
352,B00ABC1430,"[7, 10]",A1XYZ353,Jason W.,1397779200,11 12 2014,2,Worst book I have ever read. Most of the content is filler and adds no value whatsoever. Not worth the price.,Fell short of expectations
353,B00ABC1371,"[1, 2]",A1XYZ354,Deborah B.,1397865600,02 16 2013,3,An average book for an average price. Nothing memorable but nothing terrible.,Average book
354,B00ABC1454,"[2, 3]",A1XYZ355,Edward A.,1397952000,04 24 2014,2,Complete garbage. The information is incorrect in many places and the writing is painfully bad. Do not waste your money.,"Full of errors, avoid"
355,B00ABC1099,"[1, 1]",A1XYZ356,Frank C.,1398038400,01 28 2012,5,Perfect book for anyone interested in this topic. The author clearly put a lot of effort into this book. An absolute must have.,"Beautifully crafted, deeply insightful"
356,B00ABC1457,"[0, 0]",A1XYZ357,Edward J.,1398124800,03 7 2014,4,"This book blew my mind. The writing is sharp, the ideas are original and the execution is flawless. An absolute must have.","A revelation, landmark publication"
357,B00ABC1029,"[1, 1]",A1XYZ358,Steven Q.,1398211200,06 21 2013,1,I want my money back. The writing is terrible and the plot makes no sense. Do not waste your money.,"Poor quality, rushed writing"
358,B00ABC1206,"[1, 2]",A1XYZ359,Thomas L.,1398297600,02 5 2015,5,Perfect book for anyone interested in this topic. The author explains complex ideas in a simple and accessible way. Five stars without hesitation.,Insightful and well written
359,B00ABC1387,"[3, 8]",A1XYZ360,Stephanie F.,1398384000,12 12 2012,5,Beautifully crafted and deeply insightful. The level of detail is impressive and the writing flows beautifully. Highly recommend to anyone interested in this topic.,Brilliant masterpiece
360,B00ABC1301,"[2, 3]",A1XYZ361,Daniel V.,1398470400,05 5 2012,2,Disappointing and frustrating. The content is outdated and misleading. Would not recommend at all.,"Disappointing, not worth it"
361,B00ABC1351,"[3, 4]",A1XYZ362,Barbara C.,1398556800,12 17 2014,5,One of the best books I have read this year. It completely changed my perspective on the topic. Highly recommend to anyone interested in this topic.,A real gem
362,B00ABC1067,"[1, 3]",A1XYZ363,Mark E.,1398643200,07 1 2013,1,Worst book I have ever read. The editing is nonexistent and the structure is completely absent. I regret purchasing this book.,Want my money back
363,B00ABC1327,"[1, 1]",A1XYZ364,Daniel C.,1398729600,12 21 2012,5,This book is absolutely amazing. The author clearly put a lot of effort into this book. I finished it in two days and immediately bought the sequel.,Exceeded all expectations
364,B00ABC1059,"[0, 0]",A1XYZ365,Lisa Z.,1398816000,11 27 2012,5,This is the definitive book on the subject. The author clearly put a lot of effort into this book. Highly recommend to anyone interested in this topic.,Truly remarkable
365,B00ABC1338,"[2, 7]",A1XYZ366,Laura L.,1398902400,04 23 2012,5,This book blew my mind. The storytelling is brilliant and the characters are very well developed. I finished it in two days and immediately bought the sequel.,Simply outstanding
366,B00ABC1401,"[1, 2]",A1XYZ367,Kevin R.,1398988800,02 17 2012,5,I cannot say enough good things about this book. Every chapter is filled with valuable insights and relatable examples. I am so glad I decided to buy it.,Truly remarkable
367,B00ABC1020,"[3, 8]",A1XYZ368,Kevin W.,1399075200,06 23 2015,5,This is a must read! The author clearly put a lot of effort into this book. Cannot recommend it enough.,Simply outstanding
368,B00ABC1427,"[0, 3]",A1XYZ369,Eric R.,1399161600,01 22 2012,4,This is a must read! The author has an incredible ability to draw you in and keep you hooked. A worthwhile investment.,Definitive book on the subject
369,B00ABC1135,"[0, 1]",A1XYZ370,Dorothy N.,1399248000,05 21 2013,4,Beautifully crafted and deeply insightful. The research is thorough and the conclusions are very insightful. Would definitely recommend it to friends and family.,Wonderful journey
370,B00ABC1048,"[2, 4]",A1XYZ371,Deborah R.,1399334400,11 11 2015,4,Wonderful storytelling throughout. It completely changed my perspective on the topic. Five stars without hesitation.,Brilliant masterpiece
371,B00ABC1047,"[2, 5]",A1XYZ372,Ryan E.,1399420800,08 20 2014,2,Very disappointing experience. The content is outdated and misleading. Save your money.,"Poor quality, rushed writing"
372,B00ABC1244,"[3, 6]",A1XYZ373,William M.,1399507200,05 27 2015,5,Simply outstanding work. The research is thorough and the conclusions are very insightful. Would definitely recommend it to friends and family.,"Essential reading, one of the best"
373,B00ABC1347,"[0, 2]",A1XYZ374,Michelle J.,1399593600,07 19 2015,2,Complete garbage. The author clearly did not do enough research. Save your money.,Boring and mediocre
374,B00ABC1225,"[0, 0]",A1XYZ375,Ryan L.,1399680000,08 16 2012,5,"Truly inspiring and thought provoking. The level of detail is impressive and the writing flows beautifully. Buy it now, you will not regret it.",Truly remarkable
375,B00ABC1173,"[8, 10]",A1XYZ376,Richard M.,1399766400,12 19 2013,5,"Perfect book for anyone interested in this topic. The explanations are clear, the examples are practical. Buy it now, you will not regret it.","Amazing read, loved it"
376,B00ABC1423,"[5, 7]",A1XYZ377,Claire G.,1399852800,11 22 2015,4,Truly inspiring and thought provoking. The storytelling is brilliant and the characters are very well developed. Essential reading for everyone.,Changed my perspective
377,B00ABC1251,"[7, 8]",A1XYZ378,David X.,1399939200,08 28 2013,4,Truly inspiring and thought provoking. The writing style is engaging and the content is very well structured. Highly recommend to anyone interested in this topic.,Exceeded all expectations
378,B00ABC1227,"[3, 3]",A1XYZ379,Emma D.,1400025600,07 27 2013,5,Simply outstanding work. Every chapter is filled with valuable insights and relatable examples. Highly recommend to anyone interested in this topic.,Wonderful journey
379,B00ABC1211,"[0, 5]",A1XYZ380,James G.,1400112000,08 24 2012,2,I want my money back. The author clearly did not do enough research. I regret purchasing this book.,Should never have been published
380,B00ABC1233,"[4, 9]",A1XYZ381,Carol Y.,1400198400,09 18 2013,5,This is the definitive book on the subject. The writing style is engaging and the content is very well structured. Would definitely recommend it to friends and family.,Truly remarkable
381,B00ABC1186,"[5, 7]",A1XYZ382,Jessica Y.,1400284800,09 25 2015,1,Very poor content. The description was very misleading and the content is generic. Would not recommend at all.,"Disappointing, not worth it"
382,B00ABC1493,"[0, 1]",A1XYZ383,Amanda Q.,1400371200,01 11 2014,3,It was okay. Nothing special but nothing terrible either. Some parts were interesting but others felt repetitive.,Just okay
383,B00ABC1312,"[0, 0]",A1XYZ384,James B.,1400457600,08 5 2015,2,Appalling quality. The book feels like it was written in a hurry with lots of grammatical errors. Do not waste your money.,Misleading description
384,B00ABC1023,"[3, 7]",A1XYZ385,Kenneth L.,1400544000,12 11 2012,5,Wonderful storytelling throughout. I learned so much from reading this book. Essential reading for everyone.,Perfect for learning
385,B00ABC1376,"[9, 10]",A1XYZ386,John V.,1400630400,09 5 2015,1,I gave this one star because I could not give zero. The author clearly did not do enough research. I regret purchasing this book.,Should never have been published
386,B00ABC1065,"[2, 8]",A1XYZ387,Anthony G.,1400716800,12 19 2013,5,A wonderful journey from start to finish. It completely changed my perspective on the topic. I am so glad I decided to buy it.,Superb content
387,B00ABC1493,"[3, 6]",A1XYZ388,Rachel G.,1400803200,10 23 2013,5,"Truly inspiring and thought provoking. The author clearly put a lot of effort into this book. Buy it now, you will not regret it.",Wonderful journey
388,B00ABC1280,"[4, 6]",A1XYZ389,Amanda Z.,1400889600,12 24 2014,5,A real gem of a book. The author writes with passion and authority on every page. Five stars without hesitation.,"Must read, absolutely brilliant"
389,B00ABC1499,"[2, 3]",A1XYZ390,Jessica Q.,1400976000,11 12 2013,1,Appalling quality. The information is incorrect in many places and the writing is painfully bad. Not worth the price.,Worst book ever
390,B00ABC1457,"[4, 5]",A1XYZ391,Sharon E.,1401062400,08 19 2015,1,Hugely disappointing. The book feels like it was written in a hurry with lots of grammatical errors. Do not waste your money.,Misleading description
391,B00ABC1028,"[1, 8]",A1XYZ392,Lisa Y.,1401148800,01 13 2013,2,Do not buy this! The editing is nonexistent and the structure is completely absent. A complete waste of money.,Very disappointing
